,trx,item
1515,412,mineral water
1516,412,milk
1517,412,pancakes
1518,412,chocolate
1519,412,french fries
1520,413,mineral water
1521,414,herb & pepper
1522,414,frozen vegetables
1523,414,tomato sauce
1524,414,mineral water
1525,414,soup
1526,414,milk
1527,414,olive oil
1528,414,almonds
1529,415,burgers
1530,415,eggs
1531,416,french fries
1532,417,frozen smoothie
1533,417,cottage cheese
1534,418,tomatoes
1535,418,mineral water
1536,418,chocolate
1537,418,light mayo
1538,419,salmon
1539,419,escalope
1540,419,shallot
1541,419,strawberries
1542,419,fresh bread
1543,419,low fat yogurt
1544,420,energy bar
1545,421,red wine
1546,421,ground beef
1547,421,spaghetti
1548,421,pancakes
1549,421,blueberries
1550,421,oil
1551,421,cooking oil
1552,421,tomato juice
1553,422,ground beef
1554,422,spaghetti
1555,422,mineral water
1556,422,milk
1557,422,frozen smoothie
1558,422,champagne
1559,423,cookies
1560,424,salmon
1561,424,escalope
1562,425,cookies
1563,426,low fat yogurt
1564,427,eggs
1565,428,red wine
1566,428,butter
1567,428,hot dogs
1568,429,tomatoes
1569,429,mineral water
1570,429,soup
1571,429,mashed potato
1572,430,cookies
1573,431,parmesan cheese
1574,431,ground beef
1575,431,salmon
1576,431,pancakes
1577,431,champagne
1578,432,ground beef
1579,432,yams
1580,432,chocolate
1581,432,olive oil
1582,432,eggs
1583,433,shrimp
1584,433,salmon
1585,433,eggs
1586,433,cookies
1587,433,hot dogs
1588,434,magazines
1589,434,mint
1590,435,turkey
1591,435,mineral water
1592,435,eggs
1593,435,cooking oil
1594,435,extra dark chocolate
1595,435,escalope
1596,436,mineral water
1597,436,mushroom cream sauce
1598,437,grated cheese
1599,437,frozen vegetables
1600,437,mineral water
1601,437,soup
1602,437,milk
1603,437,french wine
1604,438,chocolate
1605,438,cake
1606,439,burgers
1607,439,salt
1608,439,white wine
1609,440,energy drink
1610,441,olive oil
1611,441,cake
1612,441,energy drink
1613,442,ground beef
1614,442,whole wheat rice
1615,443,eggs
1616,443,french fries
1617,444,spaghetti
1618,444,escalope
1619,444,mushroom cream sauce
1620,445,mineral water
1621,445,fromage blanc
1622,445,whole wheat rice
1623,445,cake
1624,445,french fries
1625,446,turkey
1626,446,burgers
1627,446,frozen vegetables
1628,446,ground beef
1629,446,mineral water
1630,446,milk
1631,446,eggs
1632,446,cake
1633,446,light mayo
1634,447,green tea
1635,447,cottage cheese
1636,448,fresh tuna
1637,448,eggs
1638,448,champagne
1639,449,cookies
1640,450,cookies
1641,451,cookies
1642,452,tomatoes
1643,452,mineral water
1644,452,eggplant
1645,453,grated cheese
1646,453,tomatoes
1647,453,spaghetti
1648,453,mineral water
1649,453,soup
1650,453,honey
1651,453,chicken
1652,453,chocolate
1653,453,french fries
1654,454,protein bar
1655,455,herb & pepper
1656,455,red wine
1657,455,shrimp
1658,455,mineral water
1659,455,barbecue sauce
1660,455,protein bar
1661,456,burgers
1662,456,ham
1663,456,spaghetti
1664,456,mineral water
1665,456,milk
1666,456,eggs
1667,456,french fries
1668,456,escalope
1669,456,pancakes
1670,456,low fat yogurt
1671,457,french fries
1672,458,frozen vegetables
1673,458,soup
1674,458,milk
1675,458,eggs
1676,458,whole wheat rice
1677,458,chocolate
1678,458,escalope
1679,458,melons
1680,459,spaghetti
1681,460,herb & pepper
1682,460,shrimp
1683,460,soup
1684,460,eggs
1685,460,oil
1686,460,cooking oil
1687,460,energy drink
1688,460,protein bar
1689,460,low fat yogurt
1690,461,ham
1691,461,grated cheese
1692,461,herb & pepper
1693,461,shrimp
1694,461,ground beef
1695,461,spaghetti
1696,461,mineral water
1697,461,carrots
1698,462,ham
1699,462,red wine
1700,462,ground beef
1701,462,yams
1702,462,mineral water
1703,462,chocolate
1704,462,low fat yogurt
1705,463,chocolate
1706,463,french fries
1707,463,mushroom cream sauce
1708,463,cottage cheese
1709,463,low fat yogurt
1710,464,eggs
1711,465,cake
1712,465,cookies
1713,466,grated cheese
1714,466,mineral water
1715,466,cake
1716,466,chocolate bread
1717,467,tomatoes
1718,467,almonds
1719,467,cake
1720,467,champagne
1721,467,low fat yogurt
1722,468,herb & pepper
1723,468,shrimp
1724,468,frozen vegetables
1725,468,milk
1726,468,butter
1727,468,salmon
1728,468,eggs
1729,468,chocolate
1730,469,herb & pepper
1731,469,shrimp
1732,469,whole wheat pasta
1733,469,whole wheat rice
1734,469,chicken
1735,469,green tea
1736,469,cauliflower
1737,470,eggs
1738,470,corn
1739,471,shrimp
1740,471,frozen vegetables
1741,471,tomato sauce
1742,471,mineral water
1743,471,chocolate
1744,471,soup
1745,471,olive oil
1746,471,salmon
1747,471,green beans
1748,471,champagne
1749,472,ham
1750,472,herb & pepper
1751,472,tomato sauce
1752,472,mineral water
1753,472,green grapes
1754,472,eggs
1755,472,gums
1756,472,light cream
1757,472,oil
1758,472,green tea
1759,472,mint
1760,473,energy bar
1761,473,cake
1762,473,chocolate
1763,474,herb & pepper
1764,474,shrimp
1765,474,spaghetti
1766,474,eggs
1767,475,fresh tuna
1768,475,mineral water
1769,475,honey
1770,475,cooking oil
1771,476,red wine
1772,476,mineral water
1773,476,oil
1774,476,ketchup
1775,476,chili
1776,476,pet food
1777,476,eggplant
1778,476,green tea
1779,476,escalope
1780,476,tomato juice
1781,476,low fat yogurt
1782,477,herb & pepper
1783,477,shrimp
1784,477,mineral water
1785,477,pancakes
1786,477,eggs
1787,477,cake
1788,477,blueberries
1789,477,tea
1790,477,frozen smoothie
1791,478,ground beef
1792,478,mineral water
1793,478,protein bar
1794,479,shrimp
1795,479,frozen vegetables
1796,479,parmesan cheese
1797,479,spaghetti
1798,479,salmon
1799,479,carrots
1800,479,frozen smoothie
1801,479,pasta
1802,479,mashed potato
1803,479,shallot
1804,479,light mayo
1805,479,magazines
1806,480,milk
1807,480,chocolate
1808,481,frozen vegetables
1809,481,ground beef
1810,481,spaghetti
1811,481,olive oil
1812,481,whole wheat rice
1813,481,eggplant
1814,481,cottage cheese
1815,482,turkey
1816,482,ground beef
1817,482,low fat yogurt
1818,483,herb & pepper
1819,483,spaghetti
1820,483,mineral water
1821,483,whole wheat rice
1822,483,cake
1823,483,hot dogs
1824,483,green tea
1825,484,green tea
1826,485,cookies
1827,486,eggs
1828,486,cookies
1829,487,spaghetti
1830,487,eggs
1831,487,ham
1832,487,chocolate
1833,487,french fries
1834,487,champagne
1835,487,brownies
1836,487,pancakes
1837,487,light mayo
1838,488,red wine
1839,488,spaghetti
1840,488,milk
1841,488,eggs
1842,488,chocolate
1843,489,turkey
1844,489,burgers
1845,489,pancakes
1846,489,french fries
1847,489,strawberries
1848,489,green tea
1849,490,escalope
1850,491,frozen vegetables
1851,491,pancakes
1852,491,eggs
1853,491,cake
1854,492,french fries
1855,493,turkey
1856,493,ground beef
1857,493,pepper
1858,493,spaghetti
1859,493,honey
1860,493,cookies
1861,494,chocolate
1862,494,red wine
1863,494,tomato sauce
1864,494,olive oil
1865,494,chili
1866,494,french fries
1867,494,cookies
1868,494,salt
1869,494,fresh bread
1870,494,magazines
1871,495,green tea
1872,495,french fries
1873,496,mineral water
1874,497,cooking oil
1875,498,frozen vegetables
1876,498,spaghetti
1877,499,ham
1878,499,spaghetti
1879,500,chicken
1880,500,chocolate
1881,500,cookies
1882,501,low fat yogurt
1883,502,eggs
1884,502,cake
1885,502,low fat yogurt
1886,503,shrimp
1887,503,spaghetti
1888,503,mineral water
1889,503,soup
1890,503,milk
1891,503,bramble
1892,503,frozen smoothie
1893,503,cottage cheese
1894,504,mineral water
1895,504,eggs
1896,504,protein bar
1897,505,turkey
1898,505,shrimp
1899,505,meatballs
1900,505,butter
1901,505,eggs
1902,505,salad
1903,505,green tea
1904,506,fresh tuna
1905,506,spaghetti
1906,506,chocolate
1907,506,olive oil
1908,506,chicken
1909,506,french fries
1910,507,turkey
1911,507,shrimp
1912,507,escalope
1913,507,hot dogs
1914,508,burgers
1915,508,pepper
1916,508,soup
1917,508,milk
1918,508,pancakes
1919,508,green tea
1920,509,pancakes
1921,510,mineral water
1922,510,pancakes
1923,510,eggs
1924,510,french fries
1925,511,eggs
1926,511,escalope
1927,511,low fat yogurt
1928,512,mineral water
1929,512,french wine
1930,512,gluten free bar
1931,513,burgers
1932,513,ground beef
1933,513,spaghetti
1934,513,eggs
1935,513,french fries
1936,514,soup
1937,514,meatballs
1938,514,milk
1939,514,energy bar
1940,515,chocolate
1941,516,herb & pepper
1942,517,turkey
1943,517,red wine
1944,517,mineral water
1945,517,eggs
1946,517,bramble
1947,518,burgers
1948,518,ham
1949,518,frozen vegetables
1950,518,tomatoes
1951,518,cake
1952,518,chicken
1953,518,green tea
1954,518,toothpaste
1955,518,mint
1956,519,grated cheese
1957,519,mineral water
1958,519,olive oil
1959,519,energy bar
1960,520,milk
1961,520,cake
1962,520,green tea
1963,521,mineral water
1964,521,almonds
1965,521,cooking oil
1966,521,cereals
1967,521,protein bar
1968,521,white wine
1969,521,green tea
1970,522,turkey
1971,522,fresh tuna
1972,522,mineral water
1973,522,milk
1974,522,eggs
1975,522,cake
1976,522,burger sauce
1977,522,chicken
1978,522,french fries
1979,522,frozen smoothie
1980,522,fresh bread
1981,523,herb & pepper
1982,523,mineral water
1983,523,whole wheat rice
1984,523,yogurt cake
1985,523,low fat yogurt
1986,524,tomatoes
1987,524,spaghetti
1988,524,meatballs
1989,524,chicken
1990,524,eggs
1991,525,burgers
1992,525,mineral water
1993,525,eggs
1994,525,green tea
1995,525,pancakes
1996,526,cake
1997,526,green tea
1998,527,chocolate
1999,527,herb & pepper
2000,527,yogurt cake
2001,528,ground beef
2002,528,spaghetti
2003,528,mineral water
2004,528,almonds
2005,528,salmon
2006,528,nonfat milk
2007,528,green grapes
2008,528,pancakes
2009,529,mineral water
2010,529,vegetables mix
2011,529,eggs
2012,530,protein bar
2013,531,eggs
2014,531,eggplant
2015,532,mayonnaise
2016,533,milk
2017,533,bug spray
2018,533,oatmeal
2019,533,sandwich
2020,533,asparagus
2021,534,frozen vegetables
2022,534,soup
2023,534,almonds
2024,534,eggs
2025,534,french fries
2026,535,frozen vegetables
2027,536,soup
2028,536,butter
2029,536,shampoo
2030,537,herb & pepper
2031,537,whole wheat pasta
2032,537,pepper
2033,537,eggs
2034,538,mineral water
2035,538,whole wheat rice
2036,538,rice
2037,538,cooking oil
2038,538,chocolate
2039,538,fresh bread
2040,538,low fat yogurt
2041,539,grated cheese
2042,539,butter
2043,539,chocolate
2044,539,french fries
2045,539,cookies
2046,540,spaghetti
2047,540,soup
2048,540,milk
2049,540,chutney
2050,540,cooking oil
2051,540,asparagus
2052,540,tomato juice
2053,541,eggs
2054,541,french fries
2055,541,frozen smoothie
2056,541,cookies
2057,541,champagne
2058,541,cottage cheese
2059,541,green tea
2060,542,turkey
2061,542,tomatoes
2062,542,mineral water
2063,542,eggs
2064,542,blueberries
2065,543,milk
2066,543,tomato juice
2067,543,low fat yogurt
2068,543,green tea
2069,544,mineral water
2070,544,soup
2071,544,almonds
2072,544,cereals
2073,544,green tea
2074,545,chocolate
2075,545,light mayo
2076,546,turkey
2077,546,herb & pepper
2078,546,chocolate
2079,547,eggs
2080,547,french fries
2081,547,green tea
2082,548,mineral water
2083,548,cake
2084,548,chocolate
2085,548,tomato juice
2086,549,eggs
2087,550,chocolate
2088,550,pepper
2089,550,spaghetti
2090,550,mineral water
2091,550,whole wheat rice
2092,550,champagne
2093,550,mushroom cream sauce
2094,551,frozen vegetables
2095,551,pepper
2096,551,mineral water
2097,551,chocolate
2098,551,white wine
2099,552,burgers
2100,552,turkey
2101,552,spaghetti
2102,552,milk
2103,552,whole wheat rice
2104,552,oil
2105,552,tomato juice
2106,552,green tea
2107,553,burgers
2108,553,spaghetti
2109,553,mineral water
2110,553,soup
2111,553,french wine
2112,553,french fries
2113,553,light mayo
2114,553,low fat yogurt
2115,554,butter
2116,554,green grapes
2117,554,frozen smoothie
2118,554,low fat yogurt
2119,555,eggs
2120,555,low fat yogurt
2121,556,cookies
2122,557,milk
2123,557,energy drink
2124,558,olive oil
2125,558,energy drink
2126,559,eggs
2127,559,cookies
2128,560,eggs
2129,561,energy bar
2130,561,eggs
2131,562,eggs
2132,563,eggs
2133,563,green tea
2134,564,escalope
2135,565,shrimp
2136,565,soup
2137,565,milk
2138,565,almonds
2139,565,eggs
2140,565,oil
2141,565,chocolate
2142,566,chocolate
2143,566,french fries
2144,567,cake
2145,568,pancakes
2146,568,eggs
2147,568,cake
2148,568,green tea
2149,568,toothpaste
2150,569,herb & pepper
2151,569,tomatoes
2152,569,ground beef
2153,569,eggs
2154,569,cooking oil
2155,570,cider
2156,570,eggs
2157,570,chocolate
2158,570,low fat yogurt
2159,571,frozen vegetables
2160,571,cider
2161,571,eggs
2162,571,french fries
2163,572,yams
2164,572,cookies
2165,572,toothpaste
2166,573,mineral water
2167,573,milk
2168,573,escalope
2169,573,champagne
2170,573,hot dogs
2171,573,fresh bread
2172,574,ham
2173,574,herb & pepper
2174,574,spaghetti
2175,574,mineral water
2176,574,chocolate
2177,574,pancakes
2178,574,eggs
2179,575,pepper
2180,575,mineral water
2181,575,escalope
2182,575,shallot
2183,575,protein bar
2184,575,white wine
2185,576,turkey
2186,576,parmesan cheese
2187,576,spaghetti
2188,576,meatballs
2189,576,butter
2190,577,herb & pepper
2191,577,eggs
2192,577,escalope
2193,578,herb & pepper
2194,579,burgers
2195,579,escalope
2196,579,shallot
2197,580,chocolate
2198,580,pepper
2199,580,tomato sauce
2200,580,tomato juice
2201,581,cookies
2202,582,burgers
2203,582,ground beef
2204,582,spaghetti
2205,582,mineral water
2206,582,escalope
2207,582,melons
2208,583,frozen vegetables
2209,583,mineral water
2210,583,soup
2211,583,milk
2212,583,olive oil
2213,584,turkey
2214,584,eggs
2215,584,french fries
2216,584,asparagus
2217,584,low fat yogurt
2218,584,zucchini
2219,585,burgers
2220,585,frozen vegetables
2221,585,gums
2222,586,herb & pepper
2223,586,frozen vegetables
2224,586,ground beef
2225,586,milk
2226,587,frozen vegetables
2227,587,cake
2228,587,light cream
2229,587,mashed potato
2230,588,milk
2231,589,turkey
2232,589,eggs
2233,589,barbecue sauce
2234,590,escalope
2235,591,parmesan cheese
2236,591,french fries
2237,592,energy bar
2238,592,eggs
2239,593,soup
2240,593,escalope
2241,593,mint
2242,594,muffins
2243,594,chicken
2244,594,zucchini
2245,595,burgers
2246,595,eggs
2247,595,french fries
2248,595,cookies
2249,595,green tea
2250,596,spaghetti
2251,597,avocado
2252,597,energy bar
2253,597,chocolate
2254,598,cookies
2255,599,green tea
2256,600,whole wheat pasta
2257,600,spaghetti
2258,600,mineral water
2259,600,olive oil
2260,601,grated cheese
2261,601,frozen vegetables
2262,601,eggs
2263,601,gums
2264,601,escalope
2265,601,low fat yogurt
2266,602,grated cheese
2267,602,herb & pepper
2268,602,mineral water
2269,602,pancakes
2270,602,chocolate
2271,602,escalope
2272,602,tomato juice
2273,603,chocolate
2274,603,spaghetti
2275,603,yams
2276,603,flax seed
2277,603,salmon
2278,603,frozen smoothie
2279,604,burger sauce
2280,604,oil
2281,605,eggs
2282,605,french fries
2283,605,energy drink
2284,606,mineral water
2285,607,grated cheese
2286,607,ground beef
2287,607,mineral water
2288,607,olive oil
2289,608,eggs
2290,608,low fat yogurt
2291,609,parmesan cheese
2292,609,spaghetti
2293,609,soda
2294,609,pet food
2295,609,white wine
2296,610,turkey
2297,610,shrimp
2298,610,olive oil
2299,610,chicken
2300,610,eggs
2301,610,extra dark chocolate
2302,610,melons
2303,610,fresh bread
2304,611,pickles
2305,611,ground beef
2306,611,yams
2307,611,milk
2308,611,strong cheese
2309,611,salmon
2310,611,muffins
2311,611,french fries
2312,611,escalope
2313,612,pepper
2314,612,spaghetti
2315,612,light cream
2316,613,frozen vegetables
2317,613,mineral water
2318,613,eggs
2319,614,spaghetti
2320,614,chicken
2321,614,tea
2322,614,pancakes
2323,614,gluten free bar
2324,615,fresh tuna
2325,615,turkey
2326,615,herb & pepper
2327,615,spaghetti
2328,615,mineral water
2329,615,mint
2330,616,spaghetti
2331,616,mineral water
2332,616,cooking oil
2333,616,escalope
2334,617,soup
2335,618,burgers
2336,618,herb & pepper
2337,618,spaghetti
2338,619,cookies
2339,619,shallot
2340,619,strawberries
2341,620,fresh tuna
2342,620,chocolate
2343,620,shrimp
2344,620,whole wheat pasta
2345,620,pepper
2346,620,mineral water
2347,620,soup
2348,620,milk
2349,620,salmon
2350,621,yams
2351,621,mineral water
2352,621,avocado
2353,621,milk
2354,621,butter
2355,621,cooking oil
2356,621,chocolate
2357,621,cottage cheese
2358,622,ham
2359,622,eggs
2360,622,french fries
2361,622,energy drink
2362,623,mineral water
2363,623,avocado
2364,624,cookies
2365,625,chocolate
2366,625,butter
2367,625,eggs
2368,625,green tea
2369,625,cottage cheese
2370,625,mayonnaise
2371,626,eggs
2372,626,mushroom cream sauce
2373,626,low fat yogurt
2374,627,antioxydant juice
2375,627,chocolate
2376,628,ground beef
2377,628,spaghetti
2378,628,french fries
2379,628,green tea
2380,629,cake
2381,630,turkey
2382,630,red wine
2383,630,mineral water
2384,630,pancakes
2385,630,eggs
2386,630,whole wheat rice
2387,630,cooking oil
2388,630,chocolate
2389,630,zucchini
2390,631,chocolate
2391,631,parmesan cheese
2392,631,mineral water
2393,631,olive oil
2394,631,bacon
2395,632,green grapes
2396,632,gums
2397,633,shrimp
2398,633,frozen vegetables
2399,633,parmesan cheese
2400,633,milk
2401,633,eggs
2402,633,cooking oil
2403,633,chocolate
2404,633,french fries
2405,634,ground beef
2406,634,mineral water
2407,634,milk
2408,634,eggs
2409,635,escalope
2410,636,turkey
2411,636,cookies
2412,637,ground beef
2413,637,mineral water
2414,637,chocolate
2415,637,green tea
2416,638,whole wheat pasta
2417,638,spaghetti
2418,638,olive oil
2419,638,butter
2420,638,chocolate
2421,638,french fries
2422,638,tomato juice
2423,638,low fat yogurt
2424,639,red wine
2425,640,frozen vegetables
2426,640,mineral water
2427,640,eggs
2428,640,gums
2429,640,cooking oil
2430,640,frozen smoothie
2431,640,cottage cheese
2432,640,low fat yogurt
2433,641,turkey
2434,641,grated cheese
2435,641,energy bar
